applicant_id,name,consistency,social_trust,location_stability,months_at_address,monthly_sequence,social_references,label
4284,Divyansh Brahmbhatt,0.52,0.48,76,29,"[{""recharge_amount"": 773, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5648}, {""recharge_amount"": 876, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6400}, {""recharge_amount"": 908, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6632}, {""recharge_amount"": 483, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3531}, {""recharge_amount"": 820, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5993}, {""recharge_amount"": 644, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4706}, {""recharge_amount"": 479, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3504}, {""recharge_amount"": 1077, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7868}, {""recharge_amount"": 919, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6719}, {""recharge_amount"": 587, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4287}, {""recharge_amount"": 570, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 4164}, {""recharge_amount"": 622, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4547}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.36}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.65}]",0
4285,Prerak Kapur,0.88,0.89,82,40,"[{""recharge_amount"": 422, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6837}, {""recharge_amount"": 418, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6768}, {""recharge_amount"": 436, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7071}, {""recharge_amount"": 400, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6481}, {""recharge_amount"": 395, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 6395}, {""recharge_amount"": 357, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5792}, {""recharge_amount"": 420, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6810}, {""recharge_amount"": 400, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6484}, {""recharge_amount"": 426, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6905}, {""recharge_amount"": 364, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5901}, {""recharge_amount"": 422, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6837}, {""recharge_amount"": 431, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6991}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.86}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.95}]",1
4286,Baiju Mani,0.66,0.49,91,39,"[{""recharge_amount"": 270, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7787}, {""recharge_amount"": 248, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7142}, {""recharge_amount"": 199, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 5740}, {""recharge_amount"": 277, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7990}, {""recharge_amount"": 173, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4982}, {""recharge_amount"": 217, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6240}, {""recharge_amount"": 275, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7930}, {""recharge_amount"": 161, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4632}, {""recharge_amount"": 148, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4257}, {""recharge_amount"": 146, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4208}, {""recharge_amount"": 222, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6404}, {""recharge_amount"": 211, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6070}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.46}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.38}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.59}]",1
4287,Sahil Biswas,0.34,0.11,49,8,"[{""recharge_amount"": 109, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6698}, {""recharge_amount"": 187, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11479}, {""recharge_amount"": 63, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3876}, {""recharge_amount"": 117, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7183}, {""recharge_amount"": 187, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 11466}, {""recharge_amount"": 84, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5160}, {""recharge_amount"": 153, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 9403}, {""recharge_amount"": 206, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 12658}, {""recharge_amount"": 183, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 11198}, {""recharge_amount"": 134, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 8196}, {""recharge_amount"": 211, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 12920}, {""recharge_amount"": 92, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5653}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.1}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.13}]",0
4288,Priyansh Zacharia,0.5,0.14,81,48,"[{""recharge_amount"": 1111, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 5522}, {""recharge_amount"": 1071, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5324}, {""recharge_amount"": 1214, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6032}, {""recharge_amount"": 897, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4456}, {""recharge_amount"": 447, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2221}, {""recharge_amount"": 534, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2654}, {""recharge_amount"": 910, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 4523}, {""recharge_amount"": 1256, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 6240}, {""recharge_amount"": 999, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4966}, {""recharge_amount"": 742, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3687}, {""recharge_amount"": 887, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4409}, {""recharge_amount"": 861, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4279}]","[{""relationship_type"": ""employer"", ""trust_score"": -0.03}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.0}, {""relationship_type"": ""employer"", ""trust_score"": 0.31}, {""relationship_type"": ""employer"", ""trust_score"": 0.34}]",0
4289,Himmat Sawhney,0.82,0.56,24,6,"[{""recharge_amount"": 739, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3764}, {""recharge_amount"": 774, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3941}, {""recharge_amount"": 742, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3780}, {""recharge_amount"": 619, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3153}, {""recharge_amount"": 809, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4122}, {""recharge_amount"": 625, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3183}, {""recharge_amount"": 779, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3970}, {""recharge_amount"": 686, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 3493}, {""recharge_amount"": 750, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 3821}, {""recharge_amount"": 585, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2981}, {""recharge_amount"": 711, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 3621}, {""recharge_amount"": 789, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4022}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.37}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.43}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.46}]",0
4290,Ritvik Ghose,0.72,0.42,72,71,"[{""recharge_amount"": 855, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8588}, {""recharge_amount"": 673, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 6754}, {""recharge_amount"": 812, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8155}, {""recharge_amount"": 874, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8776}, {""recharge_amount"": 939, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 9431}, {""recharge_amount"": 891, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 8951}, {""recharge_amount"": 914, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 9174}, {""recharge_amount"": 799, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8022}, {""recharge_amount"": 825, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 8284}, {""recharge_amount"": 1029, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10337}, {""recharge_amount"": 745, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7476}, {""recharge_amount"": 961, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9651}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.25}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.29}]",1
4291,Anay Sarkar,0.8,0.99,32,28,"[{""recharge_amount"": 822, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 10229}, {""recharge_amount"": 830, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 10324}, {""recharge_amount"": 878, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 10929}, {""recharge_amount"": 786, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9783}, {""recharge_amount"": 659, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 8201}, {""recharge_amount"": 702, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8736}, {""recharge_amount"": 871, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 10843}, {""recharge_amount"": 652, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8113}, {""recharge_amount"": 734, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 9134}, {""recharge_amount"": 863, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10739}, {""recharge_amount"": 831, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 10337}, {""recharge_amount"": 670, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8339}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.82}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.88}]",1
4292,Zain Sarraf,0.79,0.23,28,115,"[{""recharge_amount"": 721, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3727}, {""recharge_amount"": 867, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 4482}, {""recharge_amount"": 817, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4224}, {""recharge_amount"": 731, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3777}, {""recharge_amount"": 1007, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5203}, {""recharge_amount"": 782, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4043}, {""recharge_amount"": 828, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 4280}, {""recharge_amount"": 876, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4528}, {""recharge_amount"": 780, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4030}, {""recharge_amount"": 919, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4752}, {""recharge_amount"": 696, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3599}, {""recharge_amount"": 961, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4968}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.42}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.17}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.39}]",0
4293,Lagan Sen,0.65,0.76,57,64,"[{""recharge_amount"": 260, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7100}, {""recharge_amount"": 251, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6867}, {""recharge_amount"": 322, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8814}, {""recharge_amount"": 221, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6041}, {""recharge_amount"": 230, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 6305}, {""recharge_amount"": 325, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 8877}, {""recharge_amount"": 362, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 9894}, {""recharge_amount"": 266, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 7271}, {""recharge_amount"": 299, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8183}, {""recharge_amount"": 206, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5631}, {""recharge_amount"": 185, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5048}, {""recharge_amount"": 292, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 7986}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.66}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.92}, {""relationship_type"": ""employer"", ""trust_score"": 0.76}]",1
4294,Yashvi Gour,0.56,0.25,90,46,"[{""recharge_amount"": 514, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 1444}, {""recharge_amount"": 617, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 1732}, {""recharge_amount"": 549, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1542}, {""recharge_amount"": 343, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 962}, {""recharge_amount"": 465, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1306}, {""recharge_amount"": 410, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 1152}, {""recharge_amount"": 546, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1533}, {""recharge_amount"": 411, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1154}, {""recharge_amount"": 533, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1497}, {""recharge_amount"": 332, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 932}, {""recharge_amount"": 325, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 911}, {""recharge_amount"": 639, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1792}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.06}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.06}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.29}]",0
4295,Darshit Bala,0.43,0.17,52,106,"[{""recharge_amount"": 420, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4104}, {""recharge_amount"": 1064, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 10406}, {""recharge_amount"": 714, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6977}, {""recharge_amount"": 786, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7681}, {""recharge_amount"": 743, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 7268}, {""recharge_amount"": 437, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 4271}, {""recharge_amount"": 691, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6759}, {""recharge_amount"": 749, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7319}, {""recharge_amount"": 422, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4122}, {""recharge_amount"": 835, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8159}, {""recharge_amount"": 810, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 7922}, {""recharge_amount"": 851, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 8318}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.14}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.01}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.22}]",0
4296,Kabir Bhalla,0.72,0.95,40,47,"[{""recharge_amount"": 818, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2600}, {""recharge_amount"": 881, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2799}, {""recharge_amount"": 982, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3119}, {""recharge_amount"": 752, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2387}, {""recharge_amount"": 967, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 3071}, {""recharge_amount"": 826, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2622}, {""recharge_amount"": 1028, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3265}, {""recharge_amount"": 684, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2173}, {""recharge_amount"": 931, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2956}, {""recharge_amount"": 880, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2796}, {""recharge_amount"": 1121, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 3561}, {""recharge_amount"": 781, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2482}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.8}, {""relationship_type"": ""neighbor"", ""trust_score"": 0.97}, {""relationship_type"": ""employer"", ""trust_score"": 0.88}]",1
4297,Miraan Sule,0.99,0.67,37,81,"[{""recharge_amount"": 770, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6807}, {""recharge_amount"": 771, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6812}, {""recharge_amount"": 759, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6703}, {""recharge_amount"": 765, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6759}, {""recharge_amount"": 771, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6814}, {""recharge_amount"": 769, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6793}, {""recharge_amount"": 763, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6741}, {""recharge_amount"": 768, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6790}, {""recharge_amount"": 762, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 6729}, {""recharge_amount"": 760, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6718}, {""recharge_amount"": 766, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 6773}, {""recharge_amount"": 769, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6799}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.58}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.7}, {""relationship_type"": ""employer"", ""trust_score"": 0.47}]",1
4298,Prisha Taneja,0.7,0.37,56,64,"[{""recharge_amount"": 320, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1606}, {""recharge_amount"": 383, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1922}, {""recharge_amount"": 322, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1618}, {""recharge_amount"": 366, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 1838}, {""recharge_amount"": 355, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1779}, {""recharge_amount"": 477, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 2396}, {""recharge_amount"": 420, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2110}, {""recharge_amount"": 438, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2198}, {""recharge_amount"": 347, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 1739}, {""recharge_amount"": 290, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 1455}, {""recharge_amount"": 320, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 1608}, {""recharge_amount"": 429, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2154}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.31}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.54}]",1
4299,Vritika Suresh,0.52,0.74,67,22,"[{""recharge_amount"": 481, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3187}, {""recharge_amount"": 441, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2923}, {""recharge_amount"": 561, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 3719}, {""recharge_amount"": 867, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 5747}, {""recharge_amount"": 824, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 5460}, {""recharge_amount"": 676, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4480}, {""recharge_amount"": 404, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 2677}, {""recharge_amount"": 318, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2106}, {""recharge_amount"": 608, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4028}, {""recharge_amount"": 473, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3134}, {""recharge_amount"": 834, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5524}, {""recharge_amount"": 394, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 2610}]","[{""relationship_type"": ""neighbor"", ""trust_score"": 0.6}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.75}, {""relationship_type"": ""employer"", ""trust_score"": 0.88}, {""relationship_type"": ""employer"", ""trust_score"": 0.56}]",1
4300,Samarth Shetty,0.61,0.36,87,23,"[{""recharge_amount"": 1212, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 8692}, {""recharge_amount"": 926, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 6639}, {""recharge_amount"": 932, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 6686}, {""recharge_amount"": 901, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 6459}, {""recharge_amount"": 817, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 5861}, {""recharge_amount"": 719, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5158}, {""recharge_amount"": 982, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 7041}, {""recharge_amount"": 1130, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8103}, {""recharge_amount"": 840, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 6028}, {""recharge_amount"": 736, ""recharge_frequency"": 2, ""electricity_paid"": 0, ""grocery_spend"": 5275}, {""recharge_amount"": 1269, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 9101}, {""recharge_amount"": 1145, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 8213}]","[{""relationship_type"": ""employer"", ""trust_score"": 0.41}, {""relationship_type"": ""employer"", ""trust_score"": 0.44}]",0
4301,Pari Sheth,0.49,0.62,28,115,"[{""recharge_amount"": 241, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 4759}, {""recharge_amount"": 261, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 5153}, {""recharge_amount"": 110, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 2167}, {""recharge_amount"": 164, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3238}, {""recharge_amount"": 195, ""recharge_frequency"": 2, ""electricity_paid"": 1, ""grocery_spend"": 3839}, {""recharge_amount"": 111, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 2193}, {""recharge_amount"": 124, ""recharge_frequency"": 1, ""electricity_paid"": 0, ""grocery_spend"": 2438}, {""recharge_amount"": 251, ""recharge_frequency"": 1, ""electricity_paid"": 1, ""grocery_spend"": 4961}, {""recharge_amount"": 231, ""recharge_frequency"": 4, ""electricity_paid"": 1, ""grocery_spend"": 4563}, {""recharge_amount"": 138, ""recharge_frequency"": 4, ""electricity_paid"": 0, ""grocery_spend"": 2714}, {""recharge_amount"": 164, ""recharge_frequency"": 3, ""electricity_paid"": 1, ""grocery_spend"": 3226}, {""recharge_amount"": 269, ""recharge_frequency"": 3, ""electricity_paid"": 0, ""grocery_spend"": 5303}]","[{""relationship_type"": ""guarantor"", ""trust_score"": 0.7}, {""relationship_type"": ""guarantor"", ""trust_score"": 0.67}]",1
